object-id,district,timeperiod,risk-score,topsis-score,flood-hazard,exposure,vulnerability,government-response,max-temp,mean-rain,mean-ndvi,sum-population,total-hhd,forest-cover-pct,mean-sex-ratio,sum-aged-population,poverty-rate,fire-stations-count,emergency-budget,response-personnel
01-12,ARROYITO,2026_03,1,0.1248,3,3,1,2,29.2,5.82,0.458,146083,41983,5.3,989.8,14161,25.8,6,1801.5,31
01-13,PASO HORQUETA,2025_04,5,0.145,3,3,3,4,31.9,3.66,0.422,96975,39842,25.5,1027.2,15792,30.4,0,323.3,87
01-13,PASO HORQUETA,2025_05,3,0.4911,2,5,4,3,40.7,3.65,0.738,230611,32702,54.5,1051.8,12561,39.9,1,2255.2,45
01-13,PASO HORQUETA,2025_06,5,0.8995,1,2,3,4,35.3,4.79,0.564,179200,2938,50.1,1017.6,17578,27.8,3,22.1,186
01-13,PASO HORQUETA,2025_07,4,0.4045,1,2,5,5,31.0,6.42,0.527,86491,52101,85.3,994.2,20102,45.2,3,3464.2,79
01-13,PASO HORQUETA,2025_08,4,0.7923,1,4,4,1,35.3,1.45,0.394,117249,69643,37.4,988.5,7666,39.8,6,2817.3,55
01-13,PASO HORQUETA,2025_09,5,0.2015,1,2,2,4,29.8,5.48,0.519,112461,40235,4.3,970.3,13042,22.7,6,1398.5,126
01-13,PASO HORQUETA,2025_10,4,0.1258,3,2,4,3,31.8,7.64,0.299,69294,44603,26.7,955.8,21439,26.6,1,261.0,140
01-13,PASO HORQUETA,2025_11,1,0.8207,2,5,5,2,40.6,7.34,0.248,4399,3589,69.9,1010.7,665,22.2,6,1938.9,8
01-13,PASO HORQUETA,2025_12,3,0.638,4,5,4,5,33.9,0.32,0.706,159577,22704,77.4,962.6,10409,13.3,2,92.6,71
01-13,PASO HORQUETA,2026_01,1,0.8887,4,3,5,3,37.7,1.16,0.404,111377,12715,58.0,960.9,14764,40.6,5,4775.1,148
01-13,PASO HORQUETA,2026_02,2,0.7837,2,2,3,4,41.1,4.92,0.693,7222,12778,49.4,970.8,10551,25.9,3,438.2,213
01-13,PASO HORQUETA,2026_03,2,0.8516,3,1,4,3,28.9,1.71,0.471,18514,64310,78.3,1020.2,20970,24.3,6,720.0,67
01-14,ITACUÁ,2025_04,3,0.7225,1,3,3,4,30.5,1.06,0.474,97907,66271,80.6,1039.7,8470,44.6,3,4837.6,77
01-14,ITACUÁ,2025_05,3,0.7836,4,1,2,2,40.0,5.79,0.738,223706,48442,9.8,987.3,8715,29.5,3,1855.6,193
01-14,ITACUÁ,2025_06,3,0.5969,3,1,2,4,28.4,7.07,0.487,241928,29515,57.7,1016.2,15263,44.4,2,3253.2,31
01-14,ITACUÁ,2025_07,2,0.1385,1,3,4,1,29.4,7.1,0.231,120919,49129,59.7,1029.2,17751,24.8,5,3638.5,108
01-14,ITACUÁ,2025_08,1,0.8086,5,4,3,1,37.7,1.74,0.417,63895,48037,10.5,1022.3,17891,44.1,5,1806.2,103
01-14,ITACUÁ,2025_09,3,0.2613,1,4,1,2,37.0,4.78,0.163,208253,44213,22.9,955.1,18550,16.2,6,3830.5,55
01-14,ITACUÁ,2025_10,5,0.2836,2,3,2,5,28.0,6.87,0.237,36076,33353,70.7,953.2,894,13.3,2,3954.1,62
01-14,ITACUÁ,2025_11,5,0.3752,2,3,1,2,38.4,4.21,0.597,126845,59256,68.9,1001.6,3623,26.1,1,4728.2,13
01-14,ITACUÁ,2025_12,5,0.3564,1,1,4,4,34.0,0.86,0.577,118277,10132,79.3,978.7,4910,10.6,2,3129.1,151
01-14,ITACUÁ,2026_01,5,0.7053,4,5,5,3,34.4,4.84,0.21,185967,15496,75.3,1018.1,18116,36.8,1,2161.7,60
01-14,ITACUÁ,2026_02,4,0.3881,4,4,4,1,32.4,2.5,0.303,42013,62663,7.8,1039.8,3104,25.3,5,3699.2,209
01-14,ITACUÁ,2026_03,2,0.5729,5,5,5,3,37.4,3.29,0.674,248711,55935,76.7,1026.5,9475,32.0,2,535.9,131
02,SAN PEDRO,2025_04,3,0.54,3,3,3,3,41.2,3.55,0.398,2404565,818787,43.7,1001.2,271679,25.5,73,60953.5,2434
02,SAN PEDRO,2025_05,3,0.5454,3,3,3,3,41.4,4.28,0.428,3046670,829440,46.9,997.8,344812,26.5,67,57083.3,2104
02,SAN PEDRO,2025_06,3,0.4285,3,3,4,3,41.7,4.43,0.447,2506762,904876,46.9,993.9,250427,26.8,54,56226.6,2559
02,SAN PEDRO,2025_07,3,0.5372,3,3,3,3,40.5,3.36,0.466,2551204,789299,47.7,1010.9,301289,23.5,75,53499.8,2418
02,SAN PEDRO,2025_08,4,0.4891,4,3,3,3,41.5,3.71,0.433,2107664,736785,53.8,987.3,274653,31.8,74,67184.6,2307
02,SAN PEDRO,2025_09,3,0.4826,3,3,3,3,41.2,4.16,0.436,2324747,664455,38.3,989.3,322086,28.4,69,52490.9,2522
02,SAN PEDRO,2025_10,4,0.4346,3,3,3,3,40.3,3.73,0.488,2789569,711934,38.8,1008.6,312834,30.0,56,68456.2,2515
02,SAN PEDRO,2025_11,3,0.4871,3,3,3,4,41.9,4.06,0.507,2660511,764355,49.7,996.6,321992,30.6,80,62474.4,2758
02,SAN PEDRO,2025_12,3,0.6177,3,3,3,3,41.2,4.04,0.388,3101773,672344,39.6,992.8,321585,28.3,72,48048.8,2252
02,SAN PEDRO,2026_01,3,0.4492,3,3,3,3,41.0,4.36,0.538,3095312,705796,43.7,1000.1,283419,30.2,74,50627.6,2591
02,SAN PEDRO,2026_02,3,0.5162,3,2,3,3,41.8,5.82,0.493,2535166,788840,43.0,990.2,268354,26.9,68,41162.8,2547
02,SAN PEDRO,2026_03,3,0.5928,3,3,4,3,41.7,3.54,0.429,2970620,703780,40.2,1003.9,242515,30.3,54,56736.6,2510
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_04,4,0.2096,1,3,5,4,37.0,2.63,0.227,186242,69495,10.0,1020.5,16712,22.5,2,1558.2,56
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_05,3,0.9055,4,2,2,2,30.2,2.37,0.623,135087,69513,5.2,980.4,20301,13.2,3,788.2,48
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_06,5,0.7877,2,4,1,4,33.1,5.76,0.732,162063,37846,66.7,1034.1,7717,29.4,2,4828.7,202
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_07,4,0.8684,2,3,5,4,34.5,2.25,0.379,140270,55374,85.1,1038.0,19863,13.5,2,279.9,125
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_08,3,0.5714,1,5,1,3,29.2,1.28,0.42,136572,19813,73.5,951.0,7325,40.7,2,4653.8,108
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_09,1,0.437,3,2,4,1,33.2,0.23,0.708,221985,44447,70.1,956.5,9450,44.7,3,3486.4,37
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_10,4,0.4813,1,1,1,3,31.0,1.2,0.714,161614,69676,38.4,1033.1,7836,20.0,0,1207.4,165
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_11,5,0.4885,1,4,5,5,28.2,4.12,0.295,39637,38677,38.9,1013.8,7932,30.8,1,3328.6,23
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2025_12,5,0.9285,1,5,5,5,39.0,4.06,0.162,230938,62121,5.7,986.4,12282,18.1,0,1798.3,19
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2026_01,3,0.305,1,5,3,2,28.6,4.37,0.638,47898,61399,86.4,997.4,6022,40.5,0,3585.9,119
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2026_02,1,0.3494,1,2,1,3,41.1,4.12,0.743,144352,62549,23.8,1030.4,6312,19.4,6,3908.6,169
02-01,SAN PEDRO DEL YCUAMANDYYÚ,2026_03,3,0.3322,3,4,4,4,40.5,3.09,0.734,132076,65711,33.6,1035.7,8789,40.0,5,2134.0,112
02-02,ANTEQUERA,2025_04,5,0.9458,2,5,3,3,29.4,2.62,0.327,118894,56351,16.3,993.3,14701,9.7,6,4559.8,159
02-02,ANTEQUERA,2025_05,4,0.3334,1,1,4,3,35.2,6.0,0.246,10163,19214,75.0,1021.4,14408,9.4,0,1195.3,167
02-02,ANTEQUERA,2025_06,3,0.4078,5,1,5,2,37.5,7.59,0.373,202038,10577,51.4,1003.5,13092,20.6,2,1263.1,31
02-02,ANTEQUERA,2025_07,1,0.7253,4,5,4,5,29.6,6.2,0.572,58248,37931,61.7,1059.8,6609,12.9,6,388.8,46
02-02,ANTEQUERA,2025_08,4,0.9477,3,3,1,5,35.6,7.13,0.661,188596,23318,70.3,1001.1,4026,47.4,6,711.6,204
02-02,ANTEQUERA,2025_09,4,0.1223,5,5,3,4,39.3,4.41,0.517,24600,9117,28.6,1060.0,23605,27.1,3,3850.4,212
02-02,ANTEQUERA,2025_10,5,0.1627,3,1,4,4,37.5,2.76,0.677,206541,24350,68.0,955.5,16527,44.4,0,4160.3,134
02-02,ANTEQUERA,2025_11,2,0.3585,2,3,2,3,41.3,4.15,0.32,22672,33347,18.9,1054.8,9043,13.0,2,3079.9,25
02-02,ANTEQUERA,2025_12,5,0.6448,5,5,2,2,37.2,5.77,0.513,222864,5899,73.0,943.4,1539,45.9,6,2892.3,168
02-02,ANTEQUERA,2026_01,2,0.7519,4,5,1,4,40.4,4.36,0.535,81192,63800,23.1,1036.9,13356,19.9,0,3449.3,42
02-02,ANTEQUERA,2026_02,4,0.4533,4,2,3,5,30.0,6.89,0.342,227647,45768,85.9,955.7,12191,28.6,0,1609.2,121
02-02,ANTEQUERA,2026_03,1,0.3274,2,2,1,1,32.1,3.07,0.519,67082,21432,72.0,1052.1,23679,20.5,6,813.5,133
02-03,CHORÉ,2025_04,4,0.5239,3,4,1,1,41.2,4.04,0.73,58398,46754,6.2,973.8,19629,43.3,5,3369.2,75
02-03,CHORÉ,2025_05,5,0.107,1,4,2,3,38.2,6.11,0.37,107010,7205,51.0,963.4,18178,19.5,3,2531.2,197
02-03,CHORÉ,2025_06,5,0.3378,5,5,1,2,41.7,3.15,0.627,90889,48420,66.9,963.9,16732,24.1,0,245.6,37
02-03,CHORÉ,2025_07,3,0.7834,5,4,2,5,40.5,1.12,0.709,85500,21799,35.8,1014.0,9855,31.7,4,4144.9,138
02-03,CHORÉ,2025_08,4,0.7024,3,4,1,3,32.6,0.88,0.4,82655,3992,53.3,971.9,21532,39.3,6,2900.8,60
02-03,CHORÉ,2025_09,1,0.596,2,5,5,4,30.1,5.45,0.169,185637,14904,18.4,992.9,13772,14.1,5,1035.4,130
02-03,CHORÉ,2025_10,5,0.8824,1,2,5,2,35.9,7.98,0.437,100782,41624,84.3,995.2,17519,21.7,2,3385.8,186
02-03,CHORÉ,2025_11,3,0.6186,2,2,3,5,32.2,7.53,0.739,204158,38380,62.6,1022.8,16073,20.7,2,2811.2,205
02-03,CHORÉ,2025_12,3,0.3446,5,5,4,4,39.5,7.64,0.633,78140,6013,26.7,1025.7,11399,45.0,5,1297.1,124
02-03,CHORÉ,2026_01,2,0.2718,5,3,5,3,29.9,4.93,0.502,65558,7153,59.6,1003.7,20954,17.3,0,2078.2,185
02-03,CHORÉ,2026_02,4,0.1855,2,1,5,2,33.7,7.48,0.677,127160,26643,67.0,974.5,9402,33.8,6,465.5,148
02-03,CHORÉ,2026_03,2,0.5549,1,2,4,2,41.1,0.29,0.652,208559,65430,18.0,1029.9,9535,43.1,0,1506.0,156
02-04,GENERAL ELIZARDO AQUINO,2025_04,1,0.8892,3,3,4,5,35.3,7.11,0.231,134176,61844,25.5,1037.1,10885,14.5,3,3248.5,185
02-04,GENERAL ELIZARDO AQUINO,2025_05,2,0.112,3,3,5,2,30.5,6.85,0.688,218790,56559,46.3,950.4,21980,11.8,1,2397.7,65
02-04,GENERAL ELIZARDO AQUINO,2025_06,1,0.3217,2,4,3,3,32.2,5.78,0.157,173359,47627,61.6,947.5,3923,26.6,1,2039.0,130
02-04,GENERAL ELIZARDO AQUINO,2025_07,3,0.6867,3,3,5,2,31.1,1.07,0.242,198014,49471,37.8,1005.9,15478,38.3,6,3327.2,57
02-04,GENERAL ELIZARDO AQUINO,2025_08,2,0.6783,5,1,5,4,35.4,2.89,0.7,31414,8594,73.3,1048.3,6674,30.9,1,839.4,220
02-04,GENERAL ELIZARDO AQUINO,2025_09,5,0.4756,2,5,4,1,40.6,3.56,0.183,36588,67772,37.7,1007.7,18360,26.5,6,1554.7,7
02-04,GENERAL ELIZARDO AQUINO,2025_10,4,0.3163,1,2,5,1,28.6,2.76,0.188,17795,9546,86.8,996.6,9457,24.4,6,694.4,166
02-04,GENERAL ELIZARDO AQUINO,2025_11,4,0.4183,4,4,4,4,29.1,7.71,0.675,36862,46082,12.2,1059.1,12929,29.2,5,4894.0,215
02-04,GENERAL ELIZARDO AQUINO,2025_12,1,0.7428,3,4,5,4,35.4,6.59,0.299,92743,20832,25.7,1052.5,23807,38.6,0,4051.2,109
02-04,GENERAL ELIZARDO AQUINO,2026_01,5,0.7511,1,2,2,1,29.4,0.27,0.509,186362,6880,23.0,945.3,14433,17.4,1,3776.8,200
02-04,GENERAL ELIZARDO AQUINO,2026_02,1,0.2191,3,2,5,3,36.1,6.18,0.641,64102,40052,77.4,1058.3,17130,16.8,2,1390.3,144
02-04,GENERAL ELIZARDO AQUINO,2026_03,5,0.8478,2,4,5,4,28.7,2.76,0.536,101917,69242,29.4,990.0,4939,20.0,1,3777.0,123
02-05,ITACURUBÍ DEL ROSARIO,2025_04,2,0.8219,3,2,4,1,35.9,7.74,0.484,37151,51410,22.9,964.4,21241,11.2,3,4238.7,25
02-05,ITACURUBÍ DEL ROSARIO,2025_05,5,0.7159,2,1,3,4,37.4,4.82,0.674,51325,28944,43.2,1044.3,10960,20.1,0,1074.8,50
02-05,ITACURUBÍ DEL ROSARIO,2025_06,1,0.7348,4,2,5,2,33.6,1.91,0.343,76202,50394,42.1,1017.8,10156,18.5,4,4416.4,121
02-05,ITACURUBÍ DEL ROSARIO,2025_07,1,0.7824,4,3,2,3,32.4,0.37,0.668,196314,19626,3.4,1006.4,19187,31.2,3,1490.1,52
02-05,ITACURUBÍ DEL ROSARIO,2025_08,3,0.2955,5,2,4,5,37.2,5.48,0.304,217375,64544,85.1,1017.0,16125,26.4,5,3979.0,45
02-05,ITACURUBÍ DEL ROSARIO,2025_09,2,0.7123,4,2,5,1,35.3,6.71,0.195,216432,6858,67.7,989.5,20716,17.3,5,772.1,57
02-05,ITACURUBÍ DEL ROSARIO,2025_10,5,0.4876,1,5,5,4,37.2,0.13,0.469,109829,2053,3.4,1026.7,17605,47.1,0,2521.0,180
02-05,ITACURUBÍ DEL ROSARIO,2025_11,4,0.7852,2,1,1,5,30.1,1.54,0.466,215703,46957,25.0,987.6,12274,46.4,3,2833.7,180
02-05,ITACURUBÍ DEL ROSARIO,2025_12,2,0.355,1,1,1,4,33.3,4.42,0.184,4477,22963,9.1,1041.4,21182,39.4,4,4887.1,26
02-05,ITACURUBÍ DEL ROSARIO,2026_01,5,0.8813,2,2,5,4,31.8,7.39,0.561,75498,4812,17.4,1042.1,563,46.5,4,738.1,212
02-05,ITACURUBÍ DEL ROSARIO,2026_02,4,0.8895,3,2,5,2,35.9,6.8,0.556,143705,43980,35.0,1028.8,22637,37.0,4,3732.4,90
02-05,ITACURUBÍ DEL ROSARIO,2026_03,1,0.183,2,1,3,5,38.8,7.64,0.388,204782,43278,4.5,972.8,14813,27.6,2,2774.1,98
02-06,LIMA,2025_04,4,0.2579,5,4,1,5,32.1,1.97,0.194,72247,20714,34.7,1034.1,5105,37.6,2,1816.3,25
02-06,LIMA,2025_05,1,0.9015,4,3,3,1,29.9,1.5,0.419,147421,67666,37.1,943.2,11647,30.2,4,2998.3,85
02-06,LIMA,2025_06,4,0.1105,4,4,1,5,40.7,7.83,0.493,46455,50403,16.6,972.3,8845,27.7,0,852.7,72
02-06,LIMA,2025_07,4,0.3548,1,3,3,2,38.1,3.97,0.52,122025,14521,13.7,940.8,13016,21.3,4,1911.9,86
02-06,LIMA,2025_08,4,0.3845,5,2,3,3,36.4,5.56,0.437,48566,52698,85.3,975.0,22822,33.3,4,3914.2,85
02-06,LIMA,2025_09,4,0.3383,4,3,1,5,30.8,7.98,0.258,203226,4027,84.0,995.4,23261,16.4,6,1470.8,179
02-06,LIMA,2025_10,1,0.7961,4,4,2,3,31.4,5.27,0.579,208851,49912,8.4,1058.9,15753,31.3,4,2542.9,179
02-06,LIMA,2025_11,4,0.5621,3,5,5,1,29.5,1.99,0.549,45604,6306,50.4,1017.4,21242,24.0,6,1671.4,205
02-06,LIMA,2025_12,4,0.1901,1,3,2,5,38.5,4.46,0.563,59942,58929,34.2,995.6,22317,31.5,4,770.7,8
02-06,LIMA,2026_01,4,0.1889,4,1,1,2,32.9,2.74,0.621,138607,63798,32.0,951.7,23708,35.9,2,354.5,13
02-06,LIMA,2026_02,1,0.1192,3,1,2,2,35.2,4.42,0.349,113770,61062,21.9,988.6,6094,15.5,5,2172.0,9
02-06,LIMA,2026_03,5,0.8506,4,5,4,4,28.1,1.72,0.317,186486,8700,51.7,1035.9,17642,15.5,2,1001.4,31
02-07,NUEVA GERMANIA,2025_04,3,0.6701,4,5,3,5,33.4,3.14,0.219,94270,60512,55.1,1037.6,23183,40.0,4,2959.0,174
02-07,NUEVA GERMANIA,2025_05,2,0.3662,2,3,1,2,33.2,1.13,0.383,158349,18570,51.4,990.8,15997,33.4,5,4597.4,46
02-07,NUEVA GERMANIA,2025_06,5,0.2418,3,2,2,3,39.8,4.96,0.669,4512,64018,13.7,1037.8,18451,28.2,3,2057.5,127
02-07,NUEVA GERMANIA,2025_07,4,0.7036,4,4,2,1,35.9,6.37,0.282,10570,36525,21.3,974.6,15035,30.6,6,3834.3,142
02-07,NUEVA GERMANIA,2025_08,5,0.1962,1,3,5,3,35.6,6.05,0.606,117701,29144,87.1,952.3,21469,38.1,2,4376.6,10
02-07,NUEVA GERMANIA,2025_09,4,0.3234,1,4,1,2,30.9,5.9,0.563,227718,56620,16.3,956.7,6820,40.5,6,315.6,91
02-07,NUEVA GERMANIA,2025_10,5,0.3389,5,2,3,3,32.1,2.14,0.665,237970,12981,13.7,1030.0,13537,44.8,2,4337.9,34
02-07,NUEVA GERMANIA,2025_11,2,0.3122,3,2,4,4,30.0,5.06,0.527,100349,59743,8.5,1035.4,3100,24.1,5,1405.6,96
02-07,NUEVA GERMANIA,2025_12,4,0.9077,3,5,1,1,38.2,3.67,0.548,95905,8800,70.4,987.7,14128,41.0,3,1357.3,214
02-07,NUEVA GERMANIA,2026_01,3,0.3871,5,2,5,4,39.0,7.15,0.607,14043,13551,55.9,1040.4,583,13.0,6,806.8,118
02-07,NUEVA GERMANIA,2026_02,1,0.9431,4,2,2,3,30.2,7.46,0.314,173596,47742,23.5,984.6,21313,14.6,3,3135.5,187
02-07,NUEVA GERMANIA,2026_03,2,0.4648,1,1,1,2,34.7,1.06,0.286,180253,58835,2.8,1023.5,4001,47.5,3,3476.3,124
02-08,SAN ESTANISLAO,2025_04,1,0.2946,1,1,1,3,33.1,2.39,0.38,215219,17951,57.2,1021.3,2291,29.2,0,3059.4,44
02-08,SAN ESTANISLAO,2025_05,4,0.3985,2,2,4,5,37.6,6.88,0.202,28336,18851,66.7,1010.7,12633,22.1,3,1586.2,37
02-08,SAN ESTANISLAO,2025_06,2,0.3354,1,2,5,5,36.4,4.86,0.617,183004,4015,74.9,1019.0,9934,16.2,4,2557.4,193
02-08,SAN ESTANISLAO,2025_07,4,0.3512,1,2,4,4,29.6,4.0,0.506,140487,2081,86.9,1052.1,4374,23.5,6,2850.5,95
02-08,SAN ESTANISLAO,2025_08,5,0.6805,4,1,1,5,28.9,2.1,0.174,17851,52663,45.6,1015.4,16468,38.7,3,3515.0,23
02-08,SAN ESTANISLAO,2025_09,5,0.557,2,3,1,3,29.1,7.37,0.735,42731,43327,35.6,1016.1,21343,35.2,0,1564.6,113
02-08,SAN ESTANISLAO,2025_10,2,0.1492,1,4,1,4,36.6,0.44,0.55,174504,23522,12.3,1024.9,23036,8.5,3,4766.0,135
02-08,SAN ESTANISLAO,2025_11,5,0.7655,3,2,3,2,38.5,6.99,0.59,32947,4347,30.8,991.5,17215,10.6,5,4875.8,162
02-08,SAN ESTANISLAO,2025_12,1,0.5217,5,3,1,4,40.0,1.34,0.244,204723,13987,78.9,1020.9,3829,17.1,4,32.8,5
02-08,SAN ESTANISLAO,2026_01,2,0.1391,3,4,2,2,41.0,6.86,0.482,241585,55467,21.3,969.8,23652,20.8,6,407.9,97
02-08,SAN ESTANISLAO,2026_02,1,0.5267,1,2,2,5,41.7,7.63,0.191,123921,37502,68.5,977.3,2880,30.1,0,1857.2,76
02-08,SAN ESTANISLAO,2026_03,5,0.7668,5,2,4,3,36.3,3.95,0.614,53228,32629,14.9,1051.9,833,17.3,2,3187.0,179
02-09,SAN PABLO,2025_04,1,0.9083,1,4,3,1,30.9,7.86,0.402,17701,19161,63.2,951.2,7634,43.9,4,2077.0,97
02-09,SAN PABLO,2025_05,4,0.9284,1,5,1,5,29.9,6.56,0.195,150850,8663,39.4,1055.7,7808,19.7,6,1588.7,207
02-09,SAN PABLO,2025_06,4,0.6956,3,3,4,3,31.3,7.55,0.232,203889,14783,15.4,959.7,15321,20.6,0,2688.9,199
02-09,SAN PABLO,2025_07,2,0.4841,4,3,1,1,30.2,5.49,0.646,184682,5786,20.5,1042.8,4910,11.6,1,4842.6,103
02-09,SAN PABLO,2025_08,5,0.1416,3,3,2,1,41.3,6.84,0.484,146210,33248,10.1,952.2,4630,12.9,0,4155.3,58
02-09,SAN PABLO,2025_09,2,0.2684,4,3,1,5,36.2,7.34,0.195,18900,26419,79.6,993.2,4270,11.7,6,4150.2,86
02-09,SAN PABLO,2025_10,1,0.1363,4,1,2,5,34.1,5.8,0.448,102330,56423,16.9,965.8,6182,19.0,3,4419.5,10
02-09,SAN PABLO,2025_11,5,0.6263,2,3,4,4,40.4,3.83,0.203,102405,18487,38.1,1017.1,17279,18.0,6,2727.4,6
02-09,SAN PABLO,2025_12,4,0.7646,3,4,5,4,32.8,4.53,0.343,72893,24068,4.2,1011.7,1010,43.8,6,1419.0,209
02-09,SAN PABLO,2026_01,4,0.55,5,2,2,1,31.5,1.93,0.47,209418,7828,67.7,1053.7,18914,41.9,6,1954.3,216
02-09,SAN PABLO,2026_02,2,0.2497,5,3,3,5,28.4,5.6,0.719,149746,19125,50.4,962.6,16179,29.7,1,2462.4,25
02-09,SAN PABLO,2026_03,1,0.2977,2,1,5,4,28.0,7.34,0.271,36207,45163,63.7,1050.3,10653,10.4,1,2941.3,38
02-10,TACUATÍ,2025_04,1,0.8195,3,1,3,4,36.2,2.69,0.344,43288,57761,70.1,1055.3,21322,20.7,5,4844.3,179
02-10,TACUATÍ,2025_05,5,0.7689,2,5,2,4,32.3,5.51,0.226,193058,735,83.6,1053.8,12881,42.0,6,4826.6,10
02-10,TACUATÍ,2025_06,2,0.612,5,2,5,1,41.1,1.13,0.597,64389,45957,86.5,960.1,2957,40.9,5,3202.7,87
02-10,TACUATÍ,2025_07,4,0.1097,2,2,1,3,31.6,0.86,0.151,103171,57938,65.0,1056.3,13616,27.7,3,1769.1,98
02-10,TACUATÍ,2025_08,1,0.8045,5,2,2,4,29.0,6.77,0.327,85549,34726,83.8,948.9,5624,43.5,1,3665.3,142
02-10,TACUATÍ,2025_09,1,0.3873,5,4,1,4,41.2,1.32,0.684,43183,7519,10.7,964.7,6275,24.4,4,3615.7,188
02-10,TACUATÍ,2025_10,5,0.3255,3,3,2,1,28.7,4.57,0.654,42262,7644,33.0,991.3,9701,41.0,5,3009.1,53
02-10,TACUATÍ,2025_11,1,0.1219,2,3,1,4,39.8,2.47,0.388,130213,35234,9.8,1005.3,6108,22.8,3,1859.6,116
02-10,TACUATÍ,2025_12,1,0.3238,4,3,2,3,35.9,1.21,0.568,27350,11733,59.5,1037.0,13615,46.8,4,1153.0,17
02-10,TACUATÍ,2026_01,4,0.7956,4,5,4,5,40.3,3.81,0.197,238657,5051,45.2,1048.1,18776,35.1,4,754.3,195
02-10,TACUATÍ,2026_02,4,0.2469,2,2,2,2,28.6,0.63,0.56,54931,19882,73.7,970.9,23875,44.6,0,453.4,144
02-10,TACUATÍ,2026_03,4,0.5692,3,5,4,1,39.0,4.98,0.464,111994,15248,37.6,957.8,19315,31.3,0,4626.1,146
02-11,UNIÓN,2025_04,1,0.7679,5,3,4,3,33.4,3.88,0.515,11821,23070,25.7,957.3,19994,35.2,3,213.1,86
02-11,UNIÓN,2025_05,2,0.1419,4,3,3,1,32.7,6.35,0.337,222947,64937,75.8,1022.2,7519,13.4,5,2226.7,213
02-11,UNIÓN,2025_06,3,0.329,4,5,1,2,34.2,7.31,0.394,128998,68198,76.6,1038.5,16934,39.7,0,1569.4,131
02-11,UNIÓN,2025_07,4,0.2153,5,5,1,2,30.7,6.66,0.652,67402,4834,41.3,1050.2,23139,16.0,2,4121.1,131
02-11,UNIÓN,2025_08,4,0.6401,1,1,2,3,34.8,3.57,0.726,126408,46343,31.6,1040.5,8525,38.0,5,470.2,9
02-11,UNIÓN,2025_09,4,0.1422,5,2,2,2,37.5,2.15,0.396,7256,1666,42.8,955.9,5725,32.0,0,1134.4,157
02-11,UNIÓN,2025_10,3,0.7058,3,4,4,3,34.4,1.75,0.331,138482,52555,52.3,940.9,21754,46.7,6,1883.7,167
02-11,UNIÓN,2025_11,5,0.6177,3,1,4,1,32.7,2.21,0.345,74583,34729,58.4,1054.3,21397,20.0,1,2596.1,63
02-11,UNIÓN,2025_12,1,0.7846,5,4,3,2,38.1,5.24,0.748,70007,55362,36.8,1028.4,19154,36.3,4,4083.8,89
02-11,UNIÓN,2026_01,2,0.6834,4,3,5,3,39.8,6.73,0.676,49483,39006,10.4,955.4,8525,37.0,4,3819.3,48
02-11,UNIÓN,2026_02,3,0.6563,2,3,2,3,33.9,7.09,0.373,155503,39041,41.9,954.1,1808,42.7,4,2910.0,160
02-11,UNIÓN,2026_03,1,0.5014,2,5,1,4,35.4,3.3,0.673,41525,18504,87.3,981.1,18708,43.7,3,733.3,185
02-12,25 DE DICIEMBRE,2025_04,2,0.7621,4,3,2,3,36.9,0.04,0.314,201542,22599,51.6,959.0,2934,13.2,3,3174.8,105
02-12,25 DE DICIEMBRE,2025_05,4,0.9205,4,1,1,5,30.8,2.98,0.158,86466,25479,3.5,940.5,24088,18.0,5,4387.4,81
02-12,25 DE DICIEMBRE,2025_06,2,0.1873,5,5,3,2,28.9,0.37,0.719,121518,68695,53.3,980.5,22554,47.8,2,4980.8,127
02-12,25 DE DICIEMBRE,2025_07,3,0.7376,2,4,1,2,31.1,7.88,0.277,7744,66643,16.5,984.0,21366,39.7,3,4385.2,67
02-12,25 DE DICIEMBRE,2025_08,5,0.6297,5,1,1,1,28.7,0.93,0.417,34399,33626,42.8,958.4,22830,35.4,0,1519.6,171
02-12,25 DE DICIEMBRE,2025_09,1,0.6631,3,5,5,2,33.9,7.19,0.457,163925,15931,26.3,1034.2,16359,15.9,1,3894.2,214
02-12,25 DE DICIEMBRE,2025_10,5,0.9272,3,4,3,2,28.6,3.97,0.275,246612,63501,30.4,940.3,22058,11.6,0,4179.5,173
02-12,25 DE DICIEMBRE,2025_11,4,0.2268,1,5,1,1,40.7,5.15,0.424,79600,35119,41.9,952.0,5774,43.0,6,1467.0,207
02-12,25 DE DICIEMBRE,2025_12,3,0.4621,1,1,1,1,39.9,5.31,0.252,95723,57872,84.1,972.2,24071,11.7,6,1726.8,31
02-12,25 DE DICIEMBRE,2026_01,4,0.4402,4,3,4,4,39.2,5.19,0.628,31637,17868,61.9,947.0,5273,12.1,4,2423.7,147
